pass,client_id,t_start_utc,file,keyword,count,from_cache,server,latency_ms
1,374d583a0c3d,2025-10-09T15:29:29.549549,shrek3,me!,0,True,3e1718633b3f,6.090557013521902
1,374d583a0c3d,2025-10-09T15:29:29.561121,grail,Bridge,30,False,3e1718633b3f,10.807913000462577
1,374d583a0c3d,2025-10-09T15:29:29.577478,shrek,old,10,True,3e1718633b3f,6.551995000336319
1,374d583a0c3d,2025-10-09T15:29:29.589343,shrek3,PRINCE,207,True,3e1718633b3f,5.913012006203644
1,374d583a0c3d,2025-10-09T15:29:29.601502,shrek,Is,132,True,3e1718633b3f,7.245228000101633
