pass,client_id,t_start_utc,file,keyword,count,from_cache,server,latency_ms
1,d0eb5c8b935e,2025-10-09T15:39:31.774520,shrek,GORDO,5,True,62e54192d553,8.153258997481316
1,d0eb5c8b935e,2025-10-09T15:39:31.790248,shrek3,to,511,True,be23171be2dc,7.324945996515453
1,d0eb5c8b935e,2025-10-09T15:39:31.803011,shrek3,BOAT,32,True,52732bd3a730,6.481029995484278
1,d0eb5c8b935e,2025-10-09T15:39:31.816663,grail,on,139,True,62e54192d553,5.887238992727362
1,d0eb5c8b935e,2025-10-09T15:39:31.831673,shrek3,of,275,True,be23171be2dc,8.506708007189445
