pass,client_id,t_start_utc,file,keyword,count,from_cache,server,latency_ms
1,49da552bbc19,2025-10-15T11:04:16.469322,grail,the,1600,False,b4bcee4c74e7,31.720241000130045
1,49da552bbc19,2025-10-15T11:04:17.419099,grail,pseudonym,1,False,7ccad36389a1,24.541697999893586
1,49da552bbc19,2025-10-15T11:04:18.499230,grail,right,66,False,7ccad36389a1,15.936251999846718
1,49da552bbc19,2025-10-15T11:04:19.428387,grail,Guard,106,False,7ccad36389a1,15.090168999904563
1,49da552bbc19,2025-10-15T11:04:20.545432,grail,To,718,False,b4bcee4c74e7,15.007677000085096
1,49da552bbc19,2025-10-15T11:04:21.622785,shrek3,ruby,1,False,b4bcee4c74e7,18.627839000146196
1,49da552bbc19,2025-10-15T11:04:22.669413,shrek,SHREK,433,True,7ccad36389a1,9.779355000091527
1,49da552bbc19,2025-10-15T11:04:23.754587,shrek,SHREK,433,True,4c46d52585fb,9.819924000112223
1,49da552bbc19,2025-10-15T11:04:24.755831,shrek3,the,1285,False,b4bcee4c74e7,17.360344000053374
1,49da552bbc19,2025-10-15T11:04:25.789254,shrek3,WHITE,45,True,7ccad36389a1,8.462554999823624
1,49da552bbc19,2025-10-15T11:04:26.873757,shrek,transport,1,False,4c46d52585fb,20.249046999879283
1,49da552bbc19,2025-10-15T11:04:27.976966,grail,the,1600,True,4c46d52585fb,8.445130999916728
1,49da552bbc19,2025-10-15T11:04:29.049765,shrek,FIONA'S,3,False,b4bcee4c74e7,15.527887999951417
1,49da552bbc19,2025-10-15T11:04:30.042411,grail,THREE-HEADED,8,False,4c46d52585fb,16.940231000035055
1,49da552bbc19,2025-10-15T11:04:31.141365,shrek3,-,110,False,7ccad36389a1,17.80378699982066
1,49da552bbc19,2025-10-15T11:04:32.069887,shrek3,WHITE,45,True,4c46d52585fb,8.418088999860629
1,49da552bbc19,2025-10-15T11:04:33.081680,grail,of,684,False,7ccad36389a1,36.37916800016683
1,49da552bbc19,2025-10-15T11:04:34.031841,shrek3,TO,511,False,b4bcee4c74e7,17.450104999852556
1,49da552bbc19,2025-10-15T11:04:35.012534,grail,ANOTHER,25,False,4c46d52585fb,19.244857999865417
1,49da552bbc19,2025-10-15T11:04:36.050444,grail,Get,47,True,b4bcee4c74e7,7.313587999988158
2,49da552bbc19,2025-10-15T11:04:37.115091,grail,the,1600,True,b4bcee4c74e7,7.749597999918478
2,49da552bbc19,2025-10-15T11:04:38.101506,grail,pseudonym,1,True,7ccad36389a1,8.820529999866267
2,49da552bbc19,2025-10-15T11:04:39.071520,grail,right,66,True,4c46d52585fb,8.247513000014806
2,49da552bbc19,2025-10-15T11:04:40.000156,grail,Guard,106,True,7ccad36389a1,7.967896000081964
2,49da552bbc19,2025-10-15T11:04:40.942322,grail,To,718,True,4c46d52585fb,9.21520099996087
2,49da552bbc19,2025-10-15T11:04:41.954280,shrek3,ruby,1,True,b4bcee4c74e7,7.888567999998486
2,49da552bbc19,2025-10-15T11:04:42.891120,shrek,SHREK,433,True,7ccad36389a1,8.976406999863684
2,49da552bbc19,2025-10-15T11:04:43.930207,shrek,SHREK,433,True,7ccad36389a1,8.692938999956823
2,49da552bbc19,2025-10-15T11:04:44.989679,shrek3,the,1285,True,4c46d52585fb,7.601101999853199
2,49da552bbc19,2025-10-15T11:04:45.929897,shrek3,WHITE,45,True,b4bcee4c74e7,8.160166999914509
2,49da552bbc19,2025-10-15T11:04:46.939717,shrek,transport,1,True,4c46d52585fb,8.368210999833536
2,49da552bbc19,2025-10-15T11:04:47.927753,grail,the,1600,True,b4bcee4c74e7,8.264068000016778
2,49da552bbc19,2025-10-15T11:04:48.864488,shrek,FIONA'S,3,True,7ccad36389a1,7.989681000026394
2,49da552bbc19,2025-10-15T11:04:49.786092,grail,THREE-HEADED,8,True,b4bcee4c74e7,8.042103999969186
2,49da552bbc19,2025-10-15T11:04:50.721992,shrek3,-,110,True,7ccad36389a1,7.908029999953214
2,49da552bbc19,2025-10-15T11:04:51.826145,shrek3,WHITE,45,True,4c46d52585fb,8.96762000002127
2,49da552bbc19,2025-10-15T11:04:52.906296,grail,of,684,True,4c46d52585fb,10.71867500013468
2,49da552bbc19,2025-10-15T11:04:53.888651,shrek3,TO,511,True,b4bcee4c74e7,7.912700000133555
2,49da552bbc19,2025-10-15T11:04:54.974243,grail,ANOTHER,25,True,7ccad36389a1,8.199345000093672
2,49da552bbc19,2025-10-15T11:04:55.916762,grail,Get,47,True,4c46d52585fb,8.56288299996777
1,adcb0fe8ba88,2025-10-15T11:04:16.723177,grail,at,104,False,4c46d52585fb,22.706802000129755
1,adcb0fe8ba88,2025-10-15T11:04:17.661571,shrek3,EVIL,59,False,b4bcee4c74e7,19.50777799993375
1,adcb0fe8ba88,2025-10-15T11:04:18.667156,shrek,after,10,False,4c46d52585fb,13.427611999986766
1,adcb0fe8ba88,2025-10-15T11:04:19.611535,grail,pause,10,False,7ccad36389a1,27.450123999869902
1,adcb0fe8ba88,2025-10-15T11:04:20.657184,grail,feel,11,False,b4bcee4c74e7,14.719538999997894
1,adcb0fe8ba88,2025-10-15T11:04:21.771445,grail,“I,0,False,7ccad36389a1,15.619519999972908
1,adcb0fe8ba88,2025-10-15T11:04:22.726729,shrek3,WHITE,45,False,4c46d52585fb,41.51260200001161
1,adcb0fe8ba88,2025-10-15T11:04:23.862712,grail,Launcelot,107,False,b4bcee4c74e7,15.916892999939591
1,adcb0fe8ba88,2025-10-15T11:04:24.942930,shrek3,through,43,False,7ccad36389a1,18.81527799992
1,adcb0fe8ba88,2025-10-15T11:04:26.018696,shrek3,BOAT,32,False,4c46d52585fb,18.184844999950656
